Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C)
20/10/1962;6.6;15.6;13.04;11.8
21/10/1962;0;17.1;13.24;9.7
22/10/1962;0;19.6;15.12;11.8
23/10/1962;0;21.2;16.62;12.7
24/10/1962;0;17.9;15.98;15
25/10/1962;10.9;20.6;16.76;14.7
26/10/1962;0;23.4;17.58;15.1
27/10/1962;0;27.5;20.32;13.7
28/10/1962;0;24.2;19.6;16.6
29/10/1962;7.7;17.3;14.88;13.9
30/10/1962;8.6;14.9;13.82;12.7
31/10/1962;26.7;24.2;17.54;13.2
01/11/1962;0;25.6;19.1;13.5
02/11/1962;0;27.4;19.58;13.5
03/11/1962;0;29.4;21.04;13.6
04/11/1962;0;31.5;23.2;15.9
05/11/1962;0;32;24.54;17.9
06/11/1962;0;30.2;21.86;18.2
07/11/1962;21.8;19.4;16.74;15.6
08/11/1962;.1;15.9;13.94;12.7
09/11/1962;18.8;17;14.76;12.8
10/11/1962;5.5;17.3;14.74;13.1
11/11/1962;0;18;14.98;12.9
12/11/1962;0;20.3;15.56;12.9
13/11/1962;0;21.9;15.7;10.7
14/11/1962;0;24.3;16.02;11
15/11/1962;0;28.9;20.6;10.5
16/11/1962;0;30.6;20.82;14.9
17/11/1962;0;27.9;20.26;17.1
18/11/1962;0;25.1;20.28;18.1
19/11/1962;0;27.4;22.7;18.2
20/11/1962;.2;26.1;22.02;20
21/11/1962;2.1;20.7;17.1;14.6
22/11/1962;15;17;14.82;13.6
23/11/1962;0;20;16.92;14
24/11/1962;0;26;18.96;15.5
25/11/1962;0;27.4;19.06;13.4
26/11/1962;0;29.7;20.56;11.5
27/11/1962;0;31;23.56;17.2
28/11/1962;.8;31;23.46;18.4
29/11/1962;0;30.8;23.98;18.6
30/11/1962;.4;26.5;21.48;19.4
01/12/1962;0;25;21.34;18.6
02/12/1962;0;30.8;25.06;19.4
03/12/1962;0;29;24.5;21.6
04/12/1962;8;22.9;18.68;16.8
05/12/1962;0;19.5;17.08;15.6
06/12/1962;20.8;19;16.36;14.9
07/12/1962;1.3;22;17.56;14.4
08/12/1962;0;21.4;17.84;14.7
09/12/1962;0;27.3;19.94;16.7
10/12/1962;.5;25.3;19.9;17.6
11/12/1962;.7;28.5;22.08;17.8
12/12/1962;52.9;21.9;19.58;18.1
13/12/1962;27.7;25.7;20.02;17
14/12/1962;.4;18.8;16.26;14.9
15/12/1962;0;18.7;15.98;13.1
16/12/1962;0;24.8;18.62;14.8
17/12/1962;0;27.2;21.2;16.7
18/12/1962;3;23.9;20.32;18.2
19/12/1962;16.6;22.3;19.6;17.6
20/12/1962;.1;20.3;18.22;16.6
21/12/1962;0;26.2;19.98;16.7
22/12/1962;0;28.8;20.5;16.1
23/12/1962;0;24.8;20.44;17.7
24/12/1962;0;26.3;20.36;17
25/12/1962;8.2;28.1;20.46;15.7
26/12/1962;0;28.6;22.5;17.2
27/12/1962;13.4;27.5;21.46;19
28/12/1962;12;21.8;19.44;17.6
29/12/1962;.6;23.8;21.16;19.1
30/12/1962;41;23.4;21.4;19.6
31/12/1962;29.1;25.4;21.7;19.5
01/01/1963;31;24.4;20.88;19.5
02/01/1963;33.2;28.4;22.66;19.6
03/01/1963;.5;29.4;23.58;20
04/01/1963;0;31.1;23.36;20.5
05/01/1963;0;30.8;21.82;18.5
06/01/1963;0;31.8;22.62;17.1
07/01/1963;4.6;31.2;24.84;19.2
08/01/1963;0;30.2;25.52;21.8
09/01/1963;0;31.2;24.72;21
10/01/1963;50.9;28.6;23.86;20.1
11/01/1963;1.5;27.3;21.98;19.6
12/01/1963;56.2;26.4;21.8;19.4
13/01/1963;5.2;28.6;23;18.7
14/01/1963;0;28.5;22.54;19.6
15/01/1963;.7;24.6;20.54;19
16/01/1963;7.8;25.3;21.22;17.6
17/01/1963;.7;23.7;21.18;19.4
18/01/1963;4.6;24.3;20.22;18.2
19/01/1963;0;24.7;20.86;18.4
20/01/1963;.3;27.5;22.74;19.3
21/01/1963;.3;30.8;22.98;18.3
22/01/1963;2.4;28.6;22.44;19.5
23/01/1963;1.5;21.8;19.36;18.1
24/01/1963;0;25.7;20.44;16.1
25/01/1963;2;26.8;22.04;19.3
26/01/1963;15.3;26.9;22.44;19.2
27/01/1963;0;29.4;24.68;20.9
28/01/1963;0;28;23.32;21.6
29/01/1963;0;30.4;24.88;21.5
30/01/1963;0;29;23.36;20.8
31/01/1963;.4;28.7;21.24;17.4
01/02/1963;9.8;28.2;22.2;16.5
02/02/1963;0;27.6;21.68;18.8
03/02/1963;11.8;27.6;22.48;19.2
04/02/1963;2.2;26;21.04;18.3
05/02/1963;11.9;28.1;22.06;17
06/02/1963;14.3;26.3;20.82;18.8
07/02/1963;6.4;21.4;18.6;17.4
08/02/1963;5.9;21.2;17.66;16.4
09/02/1963;.2;23.5;18.6;15.1
10/02/1963;0;27.1;19.74;15.1
11/02/1963;0;26.9;21.3;16.7
12/02/1963;.1;28.7;21.82;18.7
13/02/1963;0;27.3;20.62;17.4
14/02/1963;10;27.8;20.92;17.2
15/02/1963;0;26.4;21.2;18.1
16/02/1963;0;29.5;21.56;17.6
17/02/1963;29.1;30;22.5;17.5
18/02/1963;0;31.1;23.98;18.6
19/02/1963;.1;31.3;25.8;19.9
20/02/1963;73.2;27.2;21.88;19.3
21/02/1963;5.7;20.7;18;16.3
22/02/1963;7.3;19.5;17.52;15.9
23/02/1963;.1;25.6;20.32;17
24/02/1963;0;26;20.7;18.7
25/02/1963;30.1;24.8;20.5;18.1
26/02/1963;22.8;30.7;23.2;18.2
27/02/1963;0;32.3;24.96;19.6
28/02/1963;0;30.8;24.88;20
01/03/1963;0;31.1;24.68;19.5
02/03/1963;0;26.7;22.28;20.1
03/03/1963;0;26.1;21.76;20
04/03/1963;1.1;28.2;21.82;18.3
05/03/1963;0;28.2;21.96;19.1
06/03/1963;0;31.2;24.32;19.5
07/03/1963;2.6;30.8;23.98;19.5
08/03/1963;1.1;30.6;23.78;18.2
09/03/1963;0;31.1;24.04;19.7
10/03/1963;19.6;30.1;23.28;19.6
11/03/1963;0;30.2;22.28;19.2
12/03/1963;9.4;29.7;22.34;18.6
13/03/1963;0;30.6;22.76;17
14/03/1963;0;31;23.5;18.7
15/03/1963;2;28.6;22.52;19.9
16/03/1963;0;29;22.44;19.1
17/03/1963;0;31.5;23.52;19.9
18/03/1963;2.5;32;22.92;17.9
19/03/1963;.4;30.8;23.26;19.1
20/03/1963;0;31.4;24.82;19.2
21/03/1963;2.1;31.2;24.5;19.7
22/03/1963;.5;31.6;23.58;19.6
23/03/1963;0;30.2;21.86;18.3
24/03/1963;27;25;20.96;18.5
25/03/1963;.7;23.3;20.9;19.3
26/03/1963;6.2;27.1;22.52;19.1
27/03/1963;0;28.6;24.14;21.5
28/03/1963;0;22.5;18.98;17.4
29/03/1963;0;20.2;17.96;16.8
30/03/1963;2.9;24.3;18.9;15.3
31/03/1963;0;27.7;20.9;17.4
01/04/1963;0;27.8;20.38;15.6
02/04/1963;0;28.1;21.04;17.3
03/04/1963;0;27.5;20.44;15.3
04/04/1963;0;24.4;19.54;16.8
05/04/1963;0;24.5;19.04;15.3
06/04/1963;0;24.8;19.22;15.3
07/04/1963;0;26.7;20.32;16.8
08/04/1963;0;28.3;20.28;16.4
09/04/1963;0;28.2;22.08;16.2
10/04/1963;0;27.8;20.72;17.6
11/04/1963;0;28.3;21.02;17.6
12/04/1963;0;27.8;20.82;17.6
13/04/1963;0;24.2;18;13.5
14/04/1963;0;26.5;19.12;15.1
15/04/1963;0;25.9;20.34;15.3
16/04/1963;17.3;21.5;17.8;15.8
17/04/1963;7;20.7;16.12;14.1
18/04/1963;0;21.3;15.7;13.2
19/04/1963;0;23.7;16.74;12.4
20/04/1963;0;22.1;17.06;15.2
21/04/1963;0;24.6;17.26;12.4
22/04/1963;0;28.3;17.6;8.9
23/04/1963;0;29.1;19.86;12.7
24/04/1963;0;28.3;19.8;13.2
25/04/1963;0;27.4;17.64;11.4
26/04/1963;0;27.4;17.54;10.9
27/04/1963;0;27.8;19.22;13
28/04/1963;0;26.4;18.92;13.3
29/04/1963;0;26.5;19.54;15.4
30/04/1963;0;26.7;18.48;13.7
01/05/1963;0;26.7;17.9;11.6
02/05/1963;0;26.6;18.8;12
03/05/1963;0;26.7;19.56;12.6
04/05/1963;.1;20;13.4;10.8
05/05/1963;0;19.1;12.58;7.4
06/05/1963;0;24.9;15.46;9.9
07/05/1963;0;22;14.78;10.1
08/05/1963;0;25.7;17.02;12.3
09/05/1963;0;26.8;17.44;10.2
10/05/1963;0;24.7;17.12;12.4
11/05/1963;0;27.7;18.46;13
12/05/1963;0;28;19.72;13.1
13/05/1963;0;29.3;20.62;13.8
14/05/1963;0;28.3;20.42;14.7
15/05/1963;0;27.9;20.02;15.3
16/05/1963;3.6;19.2;16.76;15.6
17/05/1963;0;17.1;14.96;13.8
18/05/1963;0;17.8;14.8;13.3
19/05/1963;0;20.3;14.16;10.4
20/05/1963;0;22.4;14.1;8.4
21/05/1963;0;23.8;14.52;7.9
22/05/1963;0;23;14.74;9.7
23/05/1963;0;26;16.34;9.1
24/05/1963;0;24.4;16.66;9.7
25/05/1963;0;20.9;14.8;10.1
26/05/1963;0;21.3;14.16;8.5
27/05/1963;0;24.1;15.42;10.8
28/05/1963;0;23;15.16;10.3
29/05/1963;0;24.4;17.18;12.3
30/05/1963;0;22.4;15.96;12.6
31/05/1963;0;21.2;15.74;12.5
01/06/1963;0;18.8;15.1;13.7
02/06/1963;1.3;17.3;13.8;12.1
03/06/1963;0;19.3;13.1;8.1
04/06/1963;0;22.9;13.82;6.5
05/06/1963;0;22.4;15.76;9.2
06/06/1963;0;20.8;15.42;10.3
07/06/1963;0;21.7;15.74;12.4
08/06/1963;0;24.4;16.1;9.9
09/06/1963;0;23.7;16.18;11
10/06/1963;0;23.5;15.02;9
11/06/1963;0;24.7;19.32;11.3
12/06/1963;0;22.6;16.72;12.5
13/06/1963;11.3;17.3;14.58;13.3
14/06/1963;5.3;17.4;15.08;13.2
15/06/1963;1.5;21.4;16.78;13.9
16/06/1963;0;23.1;18.06;13.5
17/06/1963;0;20.8;17.36;13.4
18/06/1963;0;20.3;12.92;10.3
19/06/1963;0;19.6;14.74;9.7
20/06/1963;1.9;17.5;13.06;10.2
21/06/1963;0;17;9.88;6.6
22/06/1963;0;13.8;9.16;5.4
23/06/1963;0;19.4;11.8;6.4
24/06/1963;0;21.4;12.6;5
25/06/1963;0;22;13.88;6.8
26/06/1963;0;22.4;14.2;7.8
27/06/1963;0;23.6;15.9;9.6
28/06/1963;0;24.9;16.92;11.7
29/06/1963;0;25.6;16.94;11.2
30/06/1963;0;24.7;16.2;9.7
01/07/1963;0;24.7;16.46;9.7
02/07/1963;0;21.1;14.68;9.3
03/07/1963;0;21.4;14.52;10.1
04/07/1963;0;19;13.88;10.4
05/07/1963;0;18.1;13.8;12.2
06/07/1963;0;19.4;13.78;10.2
07/07/1963;0;21.7;14.38;10.1
08/07/1963;0;24.9;15.3;9.4
09/07/1963;0;25.9;16.54;9.3
10/07/1963;0;25.3;16.58;10.2
11/07/1963;0;26.5;16.42;8.4
12/07/1963;0;26;17.04;9.1
13/07/1963;0;25.9;16.54;9.1
14/07/1963;0;25.8;16.7;9
15/07/1963;0;26.9;17.56;9.8
16/07/1963;0;26;17.4;12.5
17/07/1963;0;25.6;18.98;15
18/07/1963;0;24.7;17.54;14.2
19/07/1963;0;22.1;16.52;14
20/07/1963;0;28.2;19.62;13.6
21/07/1963;0;28.7;22.08;14.7
22/07/1963;0;26.8;17.84;14.2
23/07/1963;3;14.3;10.98;9.9
24/07/1963;0;13.5;11.32;9.5
25/07/1963;0;21.8;15.02;10.2
26/07/1963;0;20;14.48;11.9
27/07/1963;0;21.8;14.08;9.6
28/07/1963;0;23.4;15.74;9.6
29/07/1963;0;25.1;17;10.4
30/07/1963;0;25.4;16.62;10.2
31/07/1963;0;25.4;17.08;10.3
01/08/1963;0;26.7;17.04;10.4
02/08/1963;0;23.8;15.14;10.1
03/08/1963;0;26.8;16.98;9.7
04/08/1963;0;27.4;17.7;11.3
05/08/1963;0;16.3;11;8.8
06/08/1963;0;12.5;7.84;4.8
07/08/1963;0;19.5;11.54;6.9
08/08/1963;0;24.5;15.44;8.1
09/08/1963;0;26.8;18.22;11.4
10/08/1963;0;26;17.16;10.9
11/08/1963;0;27;19.16;10.8
12/08/1963;0;27.4;23.22;19
13/08/1963;0;23.9;17.16;14.6
14/08/1963;0;28.4;18.72;14.1
15/08/1963;0;20.7;16.88;12.9
16/08/1963;4.1;16.7;14.38;13.6
17/08/1963;0;14;12.28;11.4
18/08/1963;5.2;19.8;14.14;10.4
19/08/1963;0;23.6;16.4;12.2
20/08/1963;0;27.6;19.76;12.6
21/08/1963;0;29;20.3;14.5
22/08/1963;0;29.5;21.92;14.4
23/08/1963;0;23.1;16.58;13.4
24/08/1963;0;30.7;20.88;12.2
25/08/1963;0;23.5;18.22;15.4
26/08/1963;0;20.8;17.22;14.6
27/08/1963;0;24.3;18.26;16
28/08/1963;0;31.4;21.7;13.6
29/08/1963;0;30.6;22.5;14.4
30/08/1963;0;31.9;23.4;16.9
31/08/1963;0;33;22.14;14
01/09/1963;0;33.7;23.08;14.2
02/09/1963;0;31.8;22.82;16.5
03/09/1963;0;null;25.24;16.8
04/09/1963;0;33.4;22.74;15
05/09/1963;0;30.6;22.2;13.6
06/09/1963;0;30.9;23.36;14.9
07/09/1963;0;32.2;23.8;16.7
08/09/1963;0;32.3;21.98;16.2
09/09/1963;0;31.6;21.06;15.3
10/09/1963;0;29;20.02;16.3
11/09/1963;0;30.9;19.86;15.5
12/09/1963;0;23.6;18.44;16.2
13/09/1963;0;25.9;19.28;16.5
14/09/1963;0;23.4;18.9;16.6
15/09/1963;0;28.2;20.8;16.5
16/09/1963;0;22.2;17.44;14.9
17/09/1963;0;25.4;16.74;13.8
18/09/1963;0;27.8;16.76;10.4
19/09/1963;0;28.2;17.9;10.4
20/09/1963;0;31.2;20.76;12.1
21/09/1963;0;30.6;19.86;14
22/09/1963;.3;22.4;18.32;16.6
23/09/1963;.3;24.8;18.62;16
24/09/1963;0;20.8;17.88;15.2
25/09/1963;0;33.4;24.68;15.5
26/09/1963;0;31.3;22.08;18.4
27/09/1963;2.7;27.6;20.6;18.2
28/09/1963;2.1;25.4;19.66;17.3
29/09/1963;1.2;26.1;21.24;17.8
30/09/1963;0;26.2;19.02;16.3
01/10/1963;2.3;16.4;14.68;13.6
02/10/1963;0;18.3;15.64;14.1
03/10/1963;0;22.1;17.18;14.3
04/10/1963;0;28.8;19.58;15.4
05/10/1963;8.9;25.3;19.92;16.8
06/10/1963;1.4;20.6;17.98;16.5
07/10/1963;9.5;17.8;15.5;14.2
08/10/1963;0;28.8;18.94;14.1
09/10/1963;0;28.4;21.78;15.6
10/10/1963;0;32.1;21.34;16.7
11/10/1963;0;33.2;23.36;16.2
12/10/1963;0;34.5;22.72;18
13/10/1963;0;29.8;21.14;16.9
14/10/1963;0;33.9;23.74;18.2
15/10/1963;0;27.4;22.12;19.3
16/10/1963;0;30.8;22.14;18.2
17/10/1963;0;31.6;22.1;18.1
18/10/1963;10.1;23.6;20.86;17.9
19/10/1963;1.2;20.7;17.1;14.8
20/10/1963;.1;21.3;17.24;14.3
21/10/1963;0;32.8;21.7;16.2
22/10/1963;45.2;22;17.9;16.5
23/10/1963;3.8;19.4;17.16;16.1
24/10/1963;0;19.6;17.52;15.9
25/10/1963;0;22.6;18.72;16
26/10/1963;0;24.4;20.58;17
27/10/1963;8.6;27.8;21.08;17.3
28/10/1963;8.1;25.1;21.3;16.9
29/10/1963;0;23.1;17.3;15
30/10/1963;0;27.3;17.64;10.9
31/10/1963;0;32.4;22.9;13.9
01/11/1963;0;27.4;21.9;17.1
02/11/1963;0;21;18.56;17
03/11/1963;0;21.2;17.9;16.4
04/11/1963;0;26.2;19.42;15.3
05/11/1963;0;31.9;23.3;16.6
06/11/1963;0;27.8;20.98;18
07/11/1963;0;30.1;22.3;17.5
08/11/1963;4.6;28.5;22.56;19.9
09/11/1963;1.5;29;22.64;19.3
10/11/1963;2.8;27.6;21.78;19.2
11/11/1963;9;25.2;19.5;16.9
12/11/1963;0;28.3;19.76;14.5
13/11/1963;0;33;23.9;15
14/11/1963;16.7;26.4;21.6;17.3
15/11/1963;0;21.9;16.16;13.2
16/11/1963;18.9;22.5;16.94;13.2
17/11/1963;0;25.5;19.22;15
18/11/1963;15;28.3;21.74;18.1
19/11/1963;8;30.1;24.26;19.5
20/11/1963;.3;24.1;21.2;19.8
21/11/1963;20.5;20.4;16.06;14.2
22/11/1963;0;19.7;16.22;13.4
23/11/1963;0;27;19.42;15
24/11/1963;0;30.1;22.76;16.7
25/11/1963;0;33.3;25.86;16.6
26/11/1963;0;33.3;24.7;19.6
27/11/1963;15;31.3;23.1;18.3
28/11/1963;0;33.4;24.94;19.9
29/11/1963;0;31;23.76;18.8
30/11/1963;6.2;30.9;23.4;19.5
01/12/1963;0;31.9;23.48;19.3
02/12/1963;1.2;23.5;20.74;19.3
03/12/1963;0;28.9;22.38;17.8
04/12/1963;3.7;29.5;24.88;19.5
05/12/1963;0;31;24.86;21.2
06/12/1963;21.2;28.8;22.2;19
07/12/1963;0;28.6;22.44;19.5
08/12/1963;20.4;30.7;23.7;17.9
09/12/1963;.3;31.6;24.3;20.2
10/12/1963;0;28.7;23.4;20.1
11/12/1963;0;31.5;23.98;18.6
12/12/1963;.2;32.6;25.08;21
13/12/1963;3.8;24.4;20.22;18.6
14/12/1963;0;24.3;19.16;16.7
15/12/1963;0;24.7;19.32;16.6
16/12/1963;0;25.1;19.64;15.7
17/12/1963;0;27.4;20.46;16.5
18/12/1963;0;30;21.8;17.1
19/12/1963;0;22.4;18.08;15.8
20/12/1963;2.6;18.4;16.22;14.5
21/12/1963;0;21.4;16.56;13.4
22/12/1963;0;20.8;15.98;13.2
23/12/1963;0;20.7;15.38;11.8
24/12/1963;0;22.7;15.94;10.3
25/12/1963;0;23.3;16.6;11
26/12/1963;0;25.8;18.52;12.4
27/12/1963;0;26.1;19.42;16
28/12/1963;0;27.6;19.82;14.4
29/12/1963;0;29.3;20.94;15.7
30/12/1963;0;29.8;20.84;16.1
31/12/1963;17.4;29.5;22.18;16.7
01/01/1964;0;27.9;22.68;19.9
02/01/1964;2.7;28.2;22.06;19.9
03/01/1964;1.4;25;20.58;17.9
04/01/1964;0;22.3;19.54;17.8
05/01/1964;0;27.4;20.32;15.1
06/01/1964;0;29.1;21.9;17.2
07/01/1964;0;32.7;23.9;18
08/01/1964;1.7;32.5;24.22;20.1
09/01/1964;0;24.8;20.58;18.3
10/01/1964;0;24.6;19.56;16
11/01/1964;0;24;19.4;16.2
12/01/1964;0;29;20.36;14.6
13/01/1964;0;26.8;20.72;17
14/01/1964;0;24.5;19.96;17.9
15/01/1964;0;28.6;20.8;15
16/01/1964;0;30;22.96;16
17/01/1964;.1;24.8;19.9;18.1
18/01/1964;0;23.8;18.82;16.3
19/01/1964;0;24.4;19.06;14.7
20/01/1964;0;24;19.28;14.6
21/01/1964;0;27.2;20.36;16.6
22/01/1964;0;26;20.16;17.2
23/01/1964;36.1;25.9;20.3;18
24/01/1964;9.5;22.4;19.76;18
25/01/1964;0;21.5;18.92;17.3
26/01/1964;16.7;22;19.48;18.1
27/01/1964;26.6;29.7;23.8;17.6
28/01/1964;0;25.2;21.44;20
29/01/1964;0;27.6;21.84;19.2
30/01/1964;0;28.9;22.18;19.2
31/01/1964;0;32.7;24.62;19.2
01/02/1964;6;31.1;24.36;20.8
02/02/1964;4.8;29.6;23.46;20.9
03/02/1964;8.8;24;20.56;19
04/02/1964;2;21.3;18.24;16.8
05/02/1964;0;25.4;19.64;16.7
06/02/1964;0;30.3;20.92;15.3
07/02/1964;0;29.4;23.8;18.9
08/02/1964;4.2;30.6;23.96;19.7
09/02/1964;.1;27.2;22.26;20.7
10/02/1964;0;29.8;23.12;19.2
11/02/1964;0;30.8;23.88;20
12/02/1964;4.7;29.8;23.12;20.3
13/02/1964;32.6;25;22.24;20.1
14/02/1964;31.1;22.5;21;19.9
15/02/1964;19.7;23.6;21.86;20.8
16/02/1964;4.8;25.8;22.86;20.5
17/02/1964;12.9;24.7;21.88;20.8
18/02/1964;.9;28.5;23.04;20.5
19/02/1964;7.5;25.7;20.44;17.8
20/02/1964;61.8;18.1;16.28;15
21/02/1964;8.3;17.8;16.52;15.2
22/02/1964;.4;20;17.08;14.6
23/02/1964;0;24.5;19;14.8
24/02/1964;0;27.1;20.66;16
25/02/1964;0;27.4;21.12;17.2
26/02/1964;0;29.2;22;17.7
27/02/1964;0;28.6;21.38;17.4
28/02/1964;17.7;28.8;20.6;17.4
29/02/1964;2.4;28.8;20.86;15.1
01/03/1964;.6;29.7;22.68;16.4
02/03/1964;0;30.6;23.72;17.6
03/03/1964;0;31.6;24.9;18.6
04/03/1964;0;31.6;24.46;19.4
05/03/1964;0;29.4;21.46;16.7
06/03/1964;0;27.9;22.22;19.7
07/03/1964;0;26.3;21.46;19.4
08/03/1964;4.9;21.4;19.08;18.2
09/03/1964;2.2;27.1;20.44;15.7
10/03/1964;0;28.8;21.94;18.7
11/03/1964;0;29.2;21.74;16.6
12/03/1964;0;31.1;23.36;17.5
13/03/1964;0;32.2;24.82;17.7
14/03/1964;0;32.4;23.82;18.9
15/03/1964;10.1;22.4;19.18;17.5
16/03/1964;0;20.6;17.02;15.5
17/03/1964;.6;20.5;15.8;14.2
18/03/1964;.4;22.4;17.32;13.2
19/03/1964;0;24.1;18.32;14.4
20/03/1964;0;25.2;19.18;16.6
21/03/1964;0;26.3;19.02;14.7
22/03/1964;0;27.6;18.54;13.7
23/03/1964;0;28.7;20.58;13
24/03/1964;0;29.7;22.62;16.3
25/03/1964;0;30.1;23.54;16.7
26/03/1964;0;29.7;24.18;19
27/03/1964;0;28;23.04;20.5
28/03/1964;.4;27.6;22.14;19.6
29/03/1964;5.2;24.2;20.22;18.5
30/03/1964;4.1;18.6;16.22;15.1
31/03/1964;23;20.4;17.44;15.1
01/04/1964;2.8;20.3;17.3;15.9
02/04/1964;.4;19.9;16.48;15.4
03/04/1964;0;19.4;16.62;15
04/04/1964;5.8;23;17.94;15.1
05/04/1964;0;24.4;19;16.6
06/04/1964;0;28.5;20.88;17.6
07/04/1964;0;26.8;20.64;17.9
08/04/1964;0;27;20.76;17.7
09/04/1964;0;27.8;19.9;17.1
10/04/1964;0;25.5;19.14;15.8
11/04/1964;0;26;19.3;15.2
12/04/1964;0;28.4;21;15.6
13/04/1964;0;29.7;22.6;16.3
14/04/1964;0;28.6;21.72;19.1
15/04/1964;0;30.5;22.54;19.1
16/04/1964;5.4;29.6;22.36;17.5
17/04/1964;0;29.4;22.22;18.1
18/04/1964;2.4;26.9;21.32;18.4
19/04/1964;1;28.6;21.32;18.2
20/04/1964;5.7;23.7;19.94;18.2
21/04/1964;0;26.1;20.86;18.1
22/04/1964;0;28.4;21.6;17.6
23/04/1964;10.1;28.1;22.64;18.1
24/04/1964;0;27.3;20.72;16.8
25/04/1964;0;21.6;18.56;16.7
26/04/1964;0;23.8;18.86;16.9
27/04/1964;0;27.6;20.28;16.2
28/04/1964;0;19.6;18.18;17.4
29/04/1964;2.4;22.5;18.38;16.4
30/04/1964;0;22.3;17.9;15.9
01/05/1964;46.7;20.8;18.38;15.6
02/05/1964;0;19.7;14.76;12.4
03/05/1964;0;18.6;14.46;12.4
04/05/1964;0;21;15.34;11.3
05/05/1964;1.4;16.8;15.38;14.3
06/05/1964;19.9;20.8;16.7;13.9
07/05/1964;0;23.2;17.56;14
08/05/1964;0;21.2;16.32;13.2
09/05/1964;0;23.6;17.8;14.4
10/05/1964;0;24.4;17.82;13.9
11/05/1964;0;22.1;16.02;12.3
12/05/1964;0;25.7;17.54;11.4
13/05/1964;0;21.2;17.48;15
14/05/1964;2.7;21.6;16.82;15
15/05/1964;0;18.5;15.82;14.1
16/05/1964;0;21;15.94;12.9
17/05/1964;0;21.2;15.98;13
18/05/1964;0;21.7;15.78;11.1
19/05/1964;0;22.4;16.06;11.3
20/05/1964;0;24.4;16.96;11
21/05/1964;0;24.6;18.1;13.5
22/05/1964;0;25.7;18.58;15.4
23/05/1964;0;21.8;18.14;16
24/05/1964;0;23.4;18.8;16.6
25/05/1964;0;24.2;18.26;15.9
26/05/1964;0;24.8;17.08;13.5
27/05/1964;0;23.4;15.66;9.2
28/05/1964;0;20.9;15.14;10.1
29/05/1964;3.4;18.3;14.36;12.9
30/05/1964;1.9;14.7;11.92;10.7
31/05/1964;0;16.4;11.56;7.4
01/06/1964;0;18.7;11.64;5.8
02/06/1964;0;19.6;13.12;8.3
03/06/1964;0;21.4;14.04;9.7
04/06/1964;0;23.4;16.22;9
05/06/1964;0;19.2;14.96;12.3
06/06/1964;0;12.4;9.9;7.5
07/06/1964;0;18.6;12.92;9.5
08/06/1964;0;23.2;14.2;9.3
09/06/1964;0;25.2;18.02;9.8
10/06/1964;0;24.7;19.28;15.3
11/06/1964;.7;21.7;19.18;16.9
12/06/1964;0;21.1;17.6;15.6
13/06/1964;5.9;16.4;15.8;14.7
14/06/1964;4.1;19.6;16;14.7
15/06/1964;0;18;16.46;13.7
16/06/1964;12.3;21.5;18.1;15.7
17/06/1964;0;17.8;12.06;10.1
18/06/1964;0;17.4;11.22;6.9
19/06/1964;0;22.7;14.88;7.2
20/06/1964;0;23.2;15.8;10.9
21/06/1964;0;23.2;15.04;9.5
22/06/1964;0;25.5;17.22;11.5
23/06/1964;0;23.3;18.44;14.1
24/06/1964;0;22.6;17.18;13.9
25/06/1964;0;17.4;13.92;12.3
26/06/1964;7.9;13.2;11.32;10.1
27/06/1964;.1;14.7;12.3;9.8
28/06/1964;3.7;19.7;14.82;11.5
29/06/1964;0;14.2;10.42;8.7
30/06/1964;3.8;12.7;10.3;8
01/07/1964;.1;19.8;13.96;10.4
02/07/1964;17;14.9;12.56;10.6
03/07/1964;0;16;13.96;12.4
04/07/1964;15.9;17;12.8;11.3
05/07/1964;0;13.8;11.4;9.9
06/07/1964;1.3;17.8;13.14;10
07/07/1964;0;21.5;14.82;11.2
08/07/1964;0;24.5;16.12;10.5
09/07/1964;5.4;15.8;11.98;10.3
10/07/1964;.2;16.3;13.14;10.3
11/07/1964;.1;22.2;15.7;11.2
12/07/1964;.1;23.8;15.2;10.1
13/07/1964;0;23.3;14.44;8.5
14/07/1964;0;23.4;15.3;8.7
15/07/1964;0;23.8;16.26;10.3
16/07/1964;0;24.9;18.3;10.8
17/07/1964;4.5;21;12.92;10.5
18/07/1964;0;18.3;12.36;9.8
19/07/1964;0;12.8;10.86;9.7
20/07/1964;0;11.6;10.16;9.3
21/07/1964;0;15;10.8;9.2
22/07/1964;0;16.5;10.5;7.3
23/07/1964;0;17.2;12.4;9.6
24/07/1964;0;18;13.96;11.5
25/07/1964;22.4;18.9;15.5;13.4
26/07/1964;.4;16.3;10.78;8.9
27/07/1964;0;13.6;8.6;6.5
28/07/1964;10.9;14.4;8.16;3.9
29/07/1964;0;17.5;10.58;4
30/07/1964;0;22.2;13.7;8.6
31/07/1964;0;24.5;15.26;8.8
01/08/1964;0;24.3;16.5;9.6
02/08/1964;0;25.7;17.94;11.4
03/08/1964;0;18.5;13.34;10.6
04/08/1964;2;13.7;12.12;10.3
05/08/1964;0;17.7;13.28;11.4
06/08/1964;0;20.8;13.86;9.3
07/08/1964;0;24.4;16.06;9.3
08/08/1964;0;24.7;18.26;11
09/08/1964;0;19.7;13.28;11.2
