Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C)
30/01/1992;24.8;28.3;23.16;21.1
31/01/1992;23;26;22.7;20.6
01/02/1992;7;26.9;23.14;20.6
02/02/1992;0;27.1;23.28;20.5
03/02/1992;0;26.4;22.16;19.2
04/02/1992;1.7;25.4;20.92;15.6
05/02/1992;0;24.8;22.16;20
06/02/1992;.7;27.3;22.5;19.8
07/02/1992;29.6;24.8;21.32;19.6
08/02/1992;1.9;26.4;21.28;19.4
09/02/1992;8.1;28;23.2;19.4
10/02/1992;0;29.2;24.34;19.7
11/02/1992;0;30.8;24.8;19.4
12/02/1992;0;30.2;23.76;20.1
13/02/1992;0;30.6;24.48;20.4
14/02/1992;0;31;24.3;19.1
15/02/1992;3;31.7;24.16;19.9
16/02/1992;34.6;28.6;23.54;19.9
17/02/1992;10.5;31.8;25.4;19.8
18/02/1992;.5;32.3;24.92;20.5
19/02/1992;0;30.8;23.96;20.8
20/02/1992;2.3;31.5;23.5;18
21/02/1992;45.2;31.4;24.72;18.4
22/02/1992;0;31.4;25.28;20
23/02/1992;0;30.6;24.92;21.4
24/02/1992;0;29.1;24.28;20.3
25/02/1992;0;27.2;22.4;20.4
26/02/1992;26.5;27.3;21.44;18.7
27/02/1992;0;27.8;22;17.8
28/02/1992;9.2;25.3;21.14;19.4
29/02/1992;3.2;23.2;19.12;17
01/03/1992;0;22.1;18.3;15.6
02/03/1992;9.4;22.9;19.32;16.2
03/03/1992;2.9;25.8;21.52;18.2
04/03/1992;2.8;26.6;22.04;17.6
05/03/1992;6.1;27.6;22.96;18.1
06/03/1992;.7;29.8;24.16;18.8
07/03/1992;0;29.4;22.42;19.1
08/03/1992;16.6;30;21.96;16.4
09/03/1992;39.8;25.7;21.44;17.5
10/03/1992;10;28.2;22.68;18.8
11/03/1992;1.6;29.8;23.34;19.1
12/03/1992;0;29;22.26;19.1
13/03/1992;14;28.3;22.02;17.9
14/03/1992;0;29.5;23.32;19.3
15/03/1992;0;29.4;23.96;18.8
16/03/1992;0;24.4;22.44;20.4
17/03/1992;4.2;22.2;21;20
18/03/1992;4.2;27.8;22.26;18.3
19/03/1992;0;27.2;20.6;17.2
20/03/1992;26.4;29;21.72;17.2
21/03/1992;0;29.6;23.9;18.5
22/03/1992;0;30.4;24.28;20
23/03/1992;0;28.2;22.84;20.7
24/03/1992;.8;28.2;21.92;19.4
25/03/1992;17.5;22.9;20.74;19.2
26/03/1992;0;28.2;21.8;19
27/03/1992;33.8;28.1;22.9;19
28/03/1992;.1;29.5;24.7;19.5
29/03/1992;0;29.3;22.16;18
30/03/1992;73.2;25.6;21.24;18.6
31/03/1992;9.6;23.7;20.68;19.1
01/04/1992;19;23.8;20.2;18
02/04/1992;0;25.2;20.76;18
03/04/1992;0;27.2;21.04;17
04/04/1992;0;27.4;21.96;18.8
05/04/1992;0;27.6;22.48;18
06/04/1992;0;29.9;23.68;17.1
07/04/1992;0;27.1;23.48;20
08/04/1992;0;23.6;19.84;18.2
09/04/1992;0;20;17.56;16
10/04/1992;0;23.1;19.1;15.1
11/04/1992;0;28.9;21.78;17.8
12/04/1992;16.2;28.2;23.18;18.2
13/04/1992;.1;23.6;21;20
14/04/1992;5.7;21.6;19.36;18.5
15/04/1992;0;24;19.22;15.3
16/04/1992;0;24.2;19.68;15
17/04/1992;0;24.2;20.16;15.6
18/04/1992;0;25.5;19.7;14.6
19/04/1992;0;26;19.72;14.8
20/04/1992;5.8;21.9;18.92;15.4
21/04/1992;0;22.2;19.56;18
22/04/1992;0;25.2;20.6;17.9
23/04/1992;0;27.6;22.72;18.8
24/04/1992;0;28.4;22.72;20
25/04/1992;0;25.2;20.96;18.6
26/04/1992;6;24.6;21.02;18.8
27/04/1992;.2;22.2;19.18;17.9
28/04/1992;1;22.5;18.68;16.2
29/04/1992;0;26.6;22.84;16.6
30/04/1992;5.3;25.3;19.6;17.5
01/05/1992;0;26.3;20.24;16.8
02/05/1992;16.3;23.2;19.22;17.2
03/05/1992;.3;19.4;17.92;16.8
04/05/1992;19.7;21.6;18.74;17.1
05/05/1992;.6;24.8;19.86;16.5
06/05/1992;0;23.6;19.12;17
07/05/1992;0;23.9;19.48;17.3
08/05/1992;0;24.8;19.6;16.4
09/05/1992;0;24.4;17.76;14
10/05/1992;0;25.6;20.48;16.4
11/05/1992;0;27.2;21.56;16.5
12/05/1992;0;27.4;22.92;18
13/05/1992;9;22.4;19.26;17.3
14/05/1992;1.7;22.8;19.52;17.2
15/05/1992;0;24.4;20.08;16.1
16/05/1992;0;25.7;21.7;18.4
17/05/1992;0;25.7;22.96;20
18/05/1992;0;25.6;22.24;20.6
19/05/1992;6.5;21.4;16.98;15.3
20/05/1992;3.1;16.8;14.7;13.6
21/05/1992;0;19.4;16.18;13.3
22/05/1992;0;26.4;21.08;15.4
23/05/1992;14.2;23.4;17.12;14.4
24/05/1992;0;20;16.24;14
25/05/1992;0;23.1;17.2;13.3
26/05/1992;0;25.2;18.9;15.1
27/05/1992;0;25.6;20.88;15.6
28/05/1992;0;25.8;22.6;19.9
29/05/1992;0;27.2;23.24;20
30/05/1992;0;27.4;21.26;19.3
31/05/1992;0;23;18.08;16.2
01/06/1992;0;20;17.58;15.5
02/06/1992;.2;23.6;19.26;17.5
03/06/1992;0;26.1;20.66;15
04/06/1992;0;26;20.2;16.6
05/06/1992;0;26.7;22.9;16.3
06/06/1992;0;27.3;24.26;22.1
07/06/1992;0;28.1;23.7;19.5
08/06/1992;0;28.8;23.2;18.6
09/06/1992;0;25.3;20.6;18.6
10/06/1992;0;22.6;19.2;17.4
11/06/1992;0;24.7;19.34;17
12/06/1992;0;18.8;15.8;14.6
13/06/1992;0;20.2;15.28;13
14/06/1992;0;20;15.54;12.9
15/06/1992;0;20.7;15.12;11.2
16/06/1992;0;20.9;15.1;11
17/06/1992;0;19.5;15.08;11.3
18/06/1992;0;19.1;14.52;11.6
19/06/1992;0;20.7;14.76;9.9
20/06/1992;0;22.8;16.56;11.5
21/06/1992;0;25.2;17.92;14.6
22/06/1992;18.2;25;19.68;14
23/06/1992;0;25.6;19.9;14.1
24/06/1992;0;25.6;19.64;15
25/06/1992;0;25.4;19.48;14.6
26/06/1992;0;24.2;18.64;15
27/06/1992;0;25.2;19.58;14.1
28/06/1992;0;22.2;18.76;16.6
29/06/1992;.2;24.3;20.26;15.3
30/06/1992;0;26.4;20.6;17.2
01/07/1992;0;27;20.9;15.1
02/07/1992;0;26.2;18.6;15.2
03/07/1992;3.4;18;16.16;14.1
04/07/1992;0;23.8;18.52;15
05/07/1992;0;25.6;19.28;14.1
06/07/1992;0;24.6;16.92;13.8
07/07/1992;16;13.8;11.36;9.4
08/07/1992;8.7;13.2;12.2;9.4
09/07/1992;9;18.8;15;12
10/07/1992;0;19.2;15.12;12.2
11/07/1992;0;21;16;12.2
12/07/1992;0;22.8;17.56;14.2
13/07/1992;0;25.1;18.72;13.6
14/07/1992;0;24.9;19.3;14.5
15/07/1992;0;25.4;19.3;16.9
16/07/1992;0;17;14.26;12.7
17/07/1992;1.1;20.4;15.34;13.3
18/07/1992;0;27.1;20.1;14
19/07/1992;0;21.5;16.62;14.3
20/07/1992;0;15.9;13.54;10
21/07/1992;0;24.8;18.26;12.1
22/07/1992;0;19.4;14.76;13
23/07/1992;.6;13.2;9.88;8.4
24/07/1992;.3;12.2;10.64;8
25/07/1992;0;14;11.64;10
26/07/1992;0;18.5;13.18;11
27/07/1992;0;21.9;14.36;9.2
28/07/1992;0;20;14.78;10.5
29/07/1992;0;24.1;17.22;11.6
30/07/1992;0;25.9;19.26;13
31/07/1992;0;27.8;20.88;14.1
01/08/1992;0;27.2;16.56;13
02/08/1992;0;13.2;10.22;8.4
03/08/1992;0;13;11.3;8.5
04/08/1992;0;25.7;17.04;9.5
05/08/1992;0;23.2;16.4;13.6
06/08/1992;0;21.9;16.26;13.1
07/08/1992;0;25;17.98;14.3
08/08/1992;0;24.3;16.94;14.4
09/08/1992;0;16.2;13.36;10.6
10/08/1992;0;23;16.78;11.5
11/08/1992;0;23.8;18.24;13
12/08/1992;0;21.3;17.06;14.3
13/08/1992;.6;16.2;13.88;12.8
14/08/1992;0;17.9;13;10.3
15/08/1992;0;18.7;14.1;11.6
16/08/1992;0;21.7;15.46;12.1
17/08/1992;0;24.8;16.92;12.4
18/08/1992;.4;22.4;17.58;13.7
19/08/1992;2.5;20;16.04;13.6
20/08/1992;0;17.6;15;13.5
21/08/1992;0;19.4;15.76;13.6
22/08/1992;6.7;21;17.64;14.8
23/08/1992;12.6;21.2;17.56;14.8
24/08/1992;3;21.1;13.88;9.9
25/08/1992;0;18.2;11.98;8.3
26/08/1992;0;21.1;13.28;7.9
27/08/1992;0;23.7;16.42;11.6
28/08/1992;0;27.8;17.14;11.9
29/08/1992;0;20.3;16.58;14.4
30/08/1992;0;29.1;21.86;16
31/08/1992;0;26.5;20.74;16.4
01/09/1992;0;23.7;18.72;16.5
02/09/1992;4.8;20.6;18.16;16.2
03/09/1992;.1;23.8;20.52;16.5
04/09/1992;0;21.1;17.06;15.2
05/09/1992;2;19.6;16.32;14
06/09/1992;.2;16.4;15.12;14
07/09/1992;26.4;17.6;14.72;12.8
08/09/1992;1;18.4;15.2;12.4
09/09/1992;.2;20.1;15.46;13.1
10/09/1992;0;21;15.6;12
11/09/1992;0;18.4;15.2;12.2
12/09/1992;6.4;15.4;14.24;13.4
13/09/1992;14.4;22.6;17.08;13.6
14/09/1992;0;23.6;17.64;13.6
15/09/1992;23;16.9;15.96;15.4
16/09/1992;39.2;19;16.24;15
17/09/1992;0;27.1;18.46;14.6
18/09/1992;24;25.3;20.04;15.9
19/09/1992;0;19.5;17.1;15.8
20/09/1992;0;20.6;16.98;15
21/09/1992;0;27.1;19.8;15.7
22/09/1992;0;28.4;21.68;16.3
23/09/1992;26.6;29.1;23.2;16.9
24/09/1992;0;28.4;23.6;18
25/09/1992;1.2;24.4;20.32;17.5
26/09/1992;7.6;17.9;14.96;13.6
27/09/1992;0;17;15.42;13.6
28/09/1992;2.9;21;15.68;13
29/09/1992;.6;20.1;15.58;12
30/09/1992;0;22.8;17.24;14.2
01/10/1992;0;26.9;18.96;14.9
02/10/1992;4;23.8;19.12;16.6
03/10/1992;20.3;25.6;20.44;17.6
04/10/1992;0;22.8;18.16;16.2
05/10/1992;0;25.2;18.4;14.3
06/10/1992;0;27.6;19.52;15
07/10/1992;20;18.5;16.82;15.7
08/10/1992;3.3;18.8;16.76;15.2
09/10/1992;2;18.1;15.2;13.5
10/10/1992;0;22.9;16.36;11.7
11/10/1992;0;27.1;18.24;14.8
12/10/1992;13.6;23.9;19.7;15.5
13/10/1992;14.8;25.1;19.52;16.5
14/10/1992;0;27.6;19.58;14.7
15/10/1992;0;29.6;22.4;16.1
16/10/1992;0;30.4;25.88;19.2
17/10/1992;36.6;27.4;22.32;18.2
18/10/1992;0;25;20.72;19
19/10/1992;7.7;23.8;20.48;18.5
20/10/1992;0;30.2;24.28;18.2
21/10/1992;.1;25.6;17.1;13.9
22/10/1992;.6;18.2;15.22;13.1
23/10/1992;0;19.8;16.7;13.5
24/10/1992;0;28.1;20.52;16
25/10/1992;0;29.8;24.24;17.9
26/10/1992;0;30.7;25.78;19.4
27/10/1992;0;30;24.32;21.7
28/10/1992;2;28.2;22.52;19.6
29/10/1992;15.4;26;20.46;17
30/10/1992;37.1;22.3;19.68;18.7
31/10/1992;0;19.9;17.84;16.7
01/11/1992;0;27.6;20.16;16.2
02/11/1992;0;29.6;22.44;15.2
03/11/1992;5.4;30.2;25.34;19.1
04/11/1992;59;21.8;18.52;17
05/11/1992;3.7;20.4;15.3;13.3
06/11/1992;2.4;16.8;14.16;12.5
07/11/1992;6.8;18.8;16.08;13
08/11/1992;.3;25.8;19.72;16
09/11/1992;30.5;25;20.06;17.2
10/11/1992;6.6;26.6;21.32;17.4
11/11/1992;0;30.8;23.68;19
12/11/1992;0;30.6;24.16;19.2
13/11/1992;0;29.2;23.36;18.8
14/11/1992;0;28.9;22.16;17.5
15/11/1992;0;31.2;25.1;18.7
16/11/1992;0;29.6;22.2;17.2
17/11/1992;17.2;23.2;19.18;17.5
18/11/1992;.3;22;18.1;16.1
19/11/1992;0;27.4;19.8;15.2
20/11/1992;0;30;23.82;17.3
21/11/1992;0;30.4;25.08;19
22/11/1992;8.8;26.4;21.68;17.8
23/11/1992;26.6;22.6;19.22;17.5
24/11/1992;.2;24.4;20.62;17.1
25/11/1992;16.6;22.4;20.18;18.3
26/11/1992;29.3;20.2;18.14;16.9
27/11/1992;.1;18.8;16.38;14.9
28/11/1992;0;20.5;16.82;14.1
29/11/1992;0;26.3;19.4;14.1
30/11/1992;0;27.4;21.56;16.1
01/12/1992;12;22;19.32;18
02/12/1992;21.4;20.2;18.04;16.4
03/12/1992;.1;24;19.22;16.9
04/12/1992;0;26.2;19.56;16
05/12/1992;0;26.6;18.98;14.7
06/12/1992;0;30;21.24;14.6
07/12/1992;10;28.8;22.38;18.3
08/12/1992;2.4;25.3;19.8;17.1
09/12/1992;0;26.6;20.66;16.5
10/12/1992;0;28.2;21.32;18
11/12/1992;91.1;21.2;19.78;18.5
12/12/1992;27.4;22;18.8;17
13/12/1992;.3;23.6;18.62;15.5
14/12/1992;0;25;19.4;15
15/12/1992;0;27;19.5;14.7
16/12/1992;0;26;20.5;15.9
17/12/1992;0;29.4;21.8;16.2
18/12/1992;4.3;27;22.84;19.4
19/12/1992;.7;29;23.2;19.4
20/12/1992;0;30.8;22.04;17.4
21/12/1992;30;29.2;22.4;16
22/12/1992;1.3;30.4;22.6;16.2
23/12/1992;0;30;23;17.8
24/12/1992;0;30.4;24.32;18.2
25/12/1992;0;24.8;20.44;18
26/12/1992;0;24.2;19.62;16.9
27/12/1992;0;24.6;18.88;15
28/12/1992;0;25.4;18.68;14
29/12/1992;0;31;22.44;14.6
30/12/1992;0;30;25.24;20.6
31/12/1992;0;32;26.92;22
01/01/1993;0;33.4;26.72;21.9
02/01/1993;0;32.4;26.18;21.5
03/01/1993;.1;29.9;24.32;20.6
04/01/1993;16.4;28.8;23.84;20.5
05/01/1993;0;28.1;23.18;20.6
06/01/1993;.4;30.5;24.54;20.8
07/01/1993;14.2;30.6;24.04;20
08/01/1993;18.5;27.3;21.8;19
09/01/1993;.6;27.7;22.96;19.5
10/01/1993;14.7;22.8;20.84;19.2
11/01/1993;6.3;21.2;19.96;18.6
12/01/1993;6.4;24.3;21.32;18.9
13/01/1993;10;30.2;22.4;18.6
14/01/1993;24.2;29;23.64;19
15/01/1993;0;30.6;25.76;19.2
16/01/1993;0;30.6;26.32;21.2
17/01/1993;0;29;22.52;18.2
18/01/1993;27.2;22.3;19.64;17.7
19/01/1993;40.5;23.4;20.08;17.2
20/01/1993;0;28.1;21.02;16.5
21/01/1993;52.4;26;21.42;18.3
22/01/1993;0;26.5;21.24;17
23/01/1993;0;26.3;21.58;18.3
24/01/1993;0;26.6;22.76;19.8
25/01/1993;11.2;30.4;25.36;20
26/01/1993;4.6;28.9;24.34;20
27/01/1993;1;27.3;23.42;18.8
28/01/1993;0;29.5;25.36;21.3
29/01/1993;0;31.5;25.54;21.2
30/01/1993;0;30;23.96;20
31/01/1993;0;29.1;22.58;19.4
01/02/1993;4.6;29.3;24.42;19
02/02/1993;0;30.2;23.84;20.6
03/02/1993;2;27;22.08;19.2
04/02/1993;16.7;25.1;21.5;18.4
05/02/1993;2;24.6;22.08;19
06/02/1993;3;26.3;22.58;20
07/02/1993;2.6;27;23.12;20.2
08/02/1993;7.8;28.1;24.06;20.2
09/02/1993;.8;26;23.4;20.2
10/02/1993;0;26.2;23.52;21.2
11/02/1993;.4;25.6;22.48;20.4
12/02/1993;1;26.5;22.38;19
13/02/1993;11.8;28.8;22.2;16.8
14/02/1993;0;27.4;21.68;18.8
15/02/1993;53.8;24.2;20.48;18.2
16/02/1993;14.4;26.2;22.04;18.2
17/02/1993;20.6;26.8;21.68;19.2
18/02/1993;3.2;29.2;22.76;18.2
19/02/1993;29.3;30;22.84;18
20/02/1993;29.3;23.6;21.32;18.2
21/02/1993;0;25.6;21.84;18
22/02/1993;8.4;23.4;19.12;17.2
23/02/1993;13.2;24.6;20.94;16.3
24/02/1993;25.2;25.8;20.76;17.6
25/02/1993;.1;26;21.24;17.8
26/02/1993;0;25.2;20.72;17.8
27/02/1993;0;26.4;20.6;17
28/02/1993;15.4;26;21.16;18.2
01/03/1993;0;29.2;23.08;18.4
02/03/1993;0;30;23.88;19.4
03/03/1993;0;29.4;23.28;20.5
04/03/1993;0;23.6;21.5;19.9
05/03/1993;6.7;23.1;20.38;18.6
06/03/1993;0;30;22.86;18.7
07/03/1993;0;31;24.3;19.2
08/03/1993;1.6;31.6;25.6;20.6
09/03/1993;0;31.1;24.62;21.2
10/03/1993;0;28.2;22.44;19.2
11/03/1993;.4;27.1;22.14;19.5
12/03/1993;0;27.4;22.58;19.6
13/03/1993;0;27.8;22.8;19.4
14/03/1993;0;30.2;22.32;18.8
15/03/1993;1.9;28.8;22.7;18.7
16/03/1993;7.7;30;24.16;18
17/03/1993;6;29.9;23.48;18.7
18/03/1993;0;30.9;23.3;18.7
19/03/1993;.1;27.8;23.16;19.8
20/03/1993;5.1;23.2;19.64;17.8
21/03/1993;2.9;23.4;19.76;16.6
22/03/1993;.1;25.2;21.08;17.6
23/03/1993;0;27.8;21.5;17.2
24/03/1993;3.8;29.6;22.52;18.2
25/03/1993;26.2;25.6;22.12;18.2
26/03/1993;.4;28.4;22.56;19.4
27/03/1993;18.6;26.6;21.8;19.2
28/03/1993;0;27.6;22.1;19.1
29/03/1993;8.1;23.3;21.18;18.6
30/03/1993;2.9;26.4;21.8;18.8
31/03/1993;0;26.9;21.86;18.2
01/04/1993;0;22;20.4;19
02/04/1993;10;24.4;20.92;18.5
03/04/1993;4;26.4;21.76;18.6
04/04/1993;0;28.8;22.12;17.4
05/04/1993;0;29.5;23.84;19.5
06/04/1993;13.6;29.2;24.68;20.2
07/04/1993;0;29.8;25.7;21.6
08/04/1993;0;27.2;22.08;18.8
09/04/1993;30.2;23.8;18.52;15.2
10/04/1993;0;21.7;17.8;15.1
11/04/1993;0;24;19.66;16
12/04/1993;0;26.8;20.52;17
13/04/1993;20.7;28.1;21.46;17.1
14/04/1993;.2;28;21.36;17.2
15/04/1993;0;28.6;21.04;16.1
16/04/1993;0;28.2;20.56;14.7
17/04/1993;0;27.2;21.36;16.8
18/04/1993;0;27.8;21.48;18
19/04/1993;0;27.6;22.2;18.5
20/04/1993;0;28.8;23.28;18.6
21/04/1993;0;28.3;22.96;18.7
22/04/1993;0;23.6;20.52;18.8
23/04/1993;0;27.9;20.14;17
24/04/1993;37.6;24.5;19.64;17
25/04/1993;2.1;25.3;20.14;16.1
26/04/1993;0;26;19.96;15.6
27/04/1993;0;24.9;19.6;15.3
28/04/1993;0;27;21.16;17
29/04/1993;0;25.6;20.68;18.1
30/04/1993;0;25.6;20.24;16.2
01/05/1993;0;26.2;21.08;16.2
02/05/1993;.4;27.3;20.68;16.7
03/05/1993;.3;26.8;20.76;16
04/05/1993;.8;26.4;22.12;17
05/05/1993;0;25.3;20.04;16.3
06/05/1993;10.6;20.8;18.24;16.4
07/05/1993;0;25;20.04;17
08/05/1993;0;26.3;19.8;15.1
09/05/1993;0;26.6;19.16;14.2
10/05/1993;0;25.8;19.44;14.8
11/05/1993;0;25.9;21.02;14.9
12/05/1993;0;27.2;22.48;17.6
13/05/1993;0;26.2;21.94;16.9
14/05/1993;11.8;23.6;18.66;16.5
15/05/1993;10.5;17.4;14.12;12.2
16/05/1993;.2;17.2;15.24;12.2
17/05/1993;.2;21.6;16.8;12.9
18/05/1993;0;22.8;17.6;13.6
19/05/1993;0;22.7;17.82;15.2
20/05/1993;0;22.6;16.76;12.6
21/05/1993;0;21.5;15.98;11.4
22/05/1993;0;21.7;15.9;11.1
23/05/1993;0;22.6;16.7;12.3
24/05/1993;0;21.4;16.52;12.4
25/05/1993;0;23.2;17.24;12
26/05/1993;0;24;18.44;13.2
27/05/1993;0;21.9;17.74;14.7
28/05/1993;4;17.2;13.64;11.4
29/05/1993;0;19;15.88;11.4
30/05/1993;2;17.6;15.36;12.6
31/05/1993;60.4;22;18.62;14
01/06/1993;3.8;17.2;13.4;11.2
02/06/1993;.3;14.5;12.8;10.4
03/06/1993;0;20.8;16.4;11
04/06/1993;0;24.9;17.94;11.2
05/06/1993;2.8;21.5;16.68;11.2
06/06/1993;1.8;20.7;17.52;15.5
07/06/1993;2.1;23.5;18.82;15.2
08/06/1993;0;24.6;19.46;14.8
09/06/1993;0;24.8;21.28;16.2
10/06/1993;4.5;22.2;15.28;12.3
11/06/1993;19.6;15.6;13.84;11.7
12/06/1993;.2;16.1;14.34;12.4
13/06/1993;0;18.4;13.88;9.6
14/06/1993;0;19.4;14.78;11
15/06/1993;0;21;15.16;10
16/06/1993;0;21.1;15.84;10.1
17/06/1993;0;21.4;16.84;11.8
18/06/1993;9.6;18;14.88;11.8
19/06/1993;12.8;17.9;13.18;10.6
20/06/1993;0;18.3;13.32;9.8
21/06/1993;0;23;15.32;9
22/06/1993;0;23.8;16.82;9.1
23/06/1993;0;23.8;17.76;11.2
24/06/1993;0;23.7;17.64;11.5
25/06/1993;0;23;17.04;12.2
26/06/1993;0;24.4;17.4;12
27/06/1993;0;23.8;18.8;12.2
28/06/1993;0;23.9;18.52;12.3
29/06/1993;0;24.6;20.28;15.2
30/06/1993;0;24.3;18.68;15.3
01/07/1993;0;26.4;21.04;14.4
02/07/1993;0;27;22.36;13.8
03/07/1993;0;28.8;22.64;14.9
04/07/1993;0;28.9;22.52;17
05/07/1993;0;27.8;21.96;16
06/07/1993;0;26.8;22.28;18
07/07/1993;0;22.8;15.48;11
08/07/1993;0;17.1;13.66;10.2
09/07/1993;0;25.6;18.54;11.3
10/07/1993;0;26.8;20.52;14
11/07/1993;0;25.6;21.16;17
12/07/1993;0;24.5;17.74;15
13/07/1993;0;23.8;18.16;14.4
14/07/1993;1;17.6;13.3;10.5
15/07/1993;9.4;13;11.12;9.4
16/07/1993;.1;15.1;12.18;9.2
17/07/1993;0;19.7;15.52;10
18/07/1993;0;23.1;17.16;12.7
19/07/1993;0;25.4;18.94;12.6
20/07/1993;0;25.5;19.04;13
21/07/1993;0;26.2;19.12;12.8
22/07/1993;0;26.1;19.16;13.5
23/07/1993;0;26;19.98;12.9
24/07/1993;0;24.6;17.04;12.8
25/07/1993;0;15.4;12.4;10.6
26/07/1993;0;16.2;12.18;9.3
27/07/1993;0;16.2;13.2;10.4
28/07/1993;0;22.5;17.1;11.5
29/07/1993;0;26.6;18.4;12.2
30/07/1993;4.6;21.5;18.38;14.2
31/07/1993;.1;19.7;12.6;9.4
01/08/1993;0;14.4;9.6;4.4
02/08/1993;.4;19.6;13.76;7.2
03/08/1993;1.4;25.5;17.42;9.8
04/08/1993;0;19.5;14.62;12
05/08/1993;0;23.3;16.6;12.5
06/08/1993;0;27;19;13
07/08/1993;0;28.2;20.04;12.4
08/08/1993;0;27.8;21.04;14
09/08/1993;0;27.6;17.6;13.2
10/08/1993;0;14.6;11.68;9.2
11/08/1993;1.6;17.7;12.52;8.1
12/08/1993;0;18.4;11.92;6.8
13/08/1993;0;20.6;12.84;8
14/08/1993;0;17.2;12.72;8.4
15/08/1993;0;19.5;14.16;8.3
16/08/1993;0;22.6;16;12.4
17/08/1993;0;24.6;17.36;11.3
18/08/1993;0;21.6;14.8;11.4
19/08/1993;0;19.9;13.18;9.7
20/08/1993;0;21.8;13.3;9.2
21/08/1993;0;16.6;12.66;10.1
22/08/1993;0;20.8;13.7;8
23/08/1993;0;19.3;14.64;8.1
24/08/1993;29.2;16.8;15.08;13.2
25/08/1993;19.5;22.7;17.8;13.5
26/08/1993;0;24.8;18.04;12.4
27/08/1993;0;26.8;19.24;12.6
28/08/1993;0;29.1;20.24;12.1
29/08/1993;0;30.6;22.18;12.7
30/08/1993;0;31.8;24.8;15.6
31/08/1993;0;32.1;24.36;15.7
01/09/1993;0;25.4;20.04;16.6
02/09/1993;0;30.8;20.5;15.7
03/09/1993;0;18.8;15.12;12.2
04/09/1993;15.8;14.4;12.6;10.2
05/09/1993;0;27.2;19.56;11.2
06/09/1993;0;31.1;22.62;13.9
07/09/1993;0;30.6;24.76;17.2
08/09/1993;11.7;25.7;18.94;16
09/09/1993;0;17.2;15.6;14
10/09/1993;5;15.7;13.9;12
11/09/1993;3.9;14.2;12.5;10.7
12/09/1993;2.2;16.7;13.36;10.4
13/09/1993;0;21.2;14.96;10.8
14/09/1993;0;22.1;16.12;12.9
15/09/1993;2.7;21.8;16.8;13.8
16/09/1993;24.2;23.4;18.22;13.9
17/09/1993;1.3;22.2;16.58;13.5
18/09/1993;0;25.2;17.92;11.8
19/09/1993;0;29.6;20.8;13
20/09/1993;0;30.4;20.88;16.2
21/09/1993;.6;18;16.56;15.2
22/09/1993;48.9;16.8;15;12.7
23/09/1993;12.4;17.2;16.32;14
24/09/1993;24.8;24.3;18.58;15
25/09/1993;9.7;19.1;16.02;14.1
26/09/1993;0;22.4;16.98;12.6
27/09/1993;26.3;21;16.88;13.8
28/09/1993;17.2;23.3;16.82;12.7
29/09/1993;0;24.6;18.08;13.4
30/09/1993;0;23.3;19.42;15.5
01/10/1993;0;26;20.78;16.3
02/10/1993;0;27.4;22.68;17
03/10/1993;0;30;22.48;18
04/10/1993;9;28.6;20.82;16.1
05/10/1993;13.6;24;18.08;13.6
06/10/1993;43.9;16.9;13.08;10.7
07/10/1993;1.2;18.4;13.76;9.6
08/10/1993;0;23.9;16.46;11.6
09/10/1993;0;27.3;18.9;12.5
10/10/1993;0;29.1;22.22;14.2
11/10/1993;0;30.1;23.06;16
12/10/1993;0;31.2;23.56;16.3
13/10/1993;0;32.4;24.28;17.4
14/10/1993;0;32.7;25.88;18.4
15/10/1993;0;29.6;23.38;19.2
16/10/1993;2.6;29.4;22.32;17.4
17/10/1993;.1;28.2;23.32;18.2
18/10/1993;0;28.2;22.12;18.5
19/10/1993;15.3;26.8;20.76;17.6
20/10/1993;1;29.7;21.96;17.5
21/10/1993;7.8;30;23.52;18.6
22/10/1993;20.3;29.9;22.42;17.4
23/10/1993;11;26.9;21.64;18
24/10/1993;3.4;21.5;18.02;15.7
25/10/1993;0;25.6;19.8;16
26/10/1993;0;21.3;17.34;13.8
27/10/1993;19.3;18.8;16;13.8
28/10/1993;0;21.7;17.16;12.9
29/10/1993;0;27.6;19.98;15.3
30/10/1993;0;30.4;22.52;15.2
31/10/1993;0;31.2;24.44;15.4
01/11/1993;0;32.8;24.58;15.7
02/11/1993;4.3;23.6;19.6;17.4
03/11/1993;0;25.9;19.28;16.3
04/11/1993;0;26.2;20.56;15.8
05/11/1993;0;31.3;24.98;17.2
06/11/1993;0;30.3;23.42;19.2
07/11/1993;11.9;23;20.2;17.8
08/11/1993;.1;20;17.8;16
09/11/1993;0;26.4;19.8;14.7
10/11/1993;0;25.8;19.96;16.8
11/11/1993;0;29.9;21.64;16.7
12/11/1993;0;31.4;23.38;16.5
13/11/1993;0;30.2;25.16;18.6
14/11/1993;0;32.2;26.4;18
15/11/1993;0;33.9;26.46;19.7
16/11/1993;0;33.8;26.6;19.6
17/11/1993;0;32.2;24.76;19.8
18/11/1993;35;28.8;23.08;16.8
19/11/1993;2.2;28.1;22.6;19.5
20/11/1993;.2;26.4;20.54;17.5
21/11/1993;0;24.7;19.58;15.8
22/11/1993;0;31.8;22.44;17
23/11/1993;3.6;31;22.98;17.5
24/11/1993;16.5;31;25.56;18
